name,address,phone,rating,review_count,timing,url,images,source_category
Hotel Vinayak Family Restaurant,"Bibgavhan Malegaon, Hingoli",,4.2,17,,https://www.justdial.com/Hingoli/Hotel-Vinayak-Family-Restaurant-Malegaon/9999P2456-2456-240126055043-Q2T9_BZDET?trkid=&term=&ncatid=10408936&area=&search=Best%20Restaurants%20in%20Hingoli%20-%20Order%20Food%20Online&mncatname=Restaurants&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://content.jdmagicbox.com/v2/comp/hingoli/t9/9999p2456.2456.240126055043.q2t9/catalogue/hotel-vinayak-family-restaurant-hingoli-restaurants-U3BfwhjrHb-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/v2/comp/hingoli/t9/9999p2456.2456.240126055043.q2t9/catalogue/hotel-vinayak-family-restaurant-hingoli-restaurants-XZb2BN6vGO-250.jpg?w=640&q=75,Restaurants
A - One Restaurant,"Khushal Nagar Hingoli Locality devda nagar, Hingoli",Show Number,3.1,37,,https://www.justdial.com/Hingoli/A-One-Restaurant-Devda-Nagar/9999P2456-2456-230623160739-N5I8_BZDET?trkid=&term=&ncatid=10408936&area=&search=Best%20Restaurants%20in%20Hingoli%20-%20Order%20Food%20Online&mncatname=Restaurants&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://images.jdmagicbox.com/comp/def_content/restaurants/default-restaurants-6-250.jpg?w=640&q=75,Restaurants
Vishal Restaurant,"Auandha Nagnath Aundha Nagnath, Hingoli",Show Number,3.8,42,,https://www.justdial.com/Hingoli/Vishal-Restaurant-Aundha-Nagnath/9999P2456-2456-180818180105-C8E1_BZDET?trkid=&term=&ncatid=10408936&area=&search=Best%20Restaurants%20in%20Hingoli%20-%20Order%20Food%20Online&mncatname=Restaurants&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://content.jdmagicbox.com/comp/hingoli/e1/9999p2456.2456.180818180105.c8e1/catalogue/vishal-restaurant-hingoli-restaurants-o9lir71hhn-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/hingoli/e1/9999p2456.2456.180818180105.c8e1/catalogue/vishal-restaurant-aundha-nagnath-hingoli-restaurants-kfdrks0c6s-250.jpg?w=640&q=75,Restaurants
Sethji Cafe & Restaurant,"Akola Road Sawarkar Nagar, Hingoli",Show Number,4.6,177,,https://www.justdial.com/Hingoli/Sethji-Cafe-Restaurant-Sawarkar-Nagar/9999P2456-2456-250703133709-C7T4_BZDET?trkid=&term=&ncatid=10408936&area=&search=Best%20Restaurants%20in%20Hingoli%20-%20Order%20Food%20Online&mncatname=Restaurants&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://images.jdmagicbox.com/comp/def_content/restaurants/default-restaurants-9-250.jpg?w=640&q=75,Restaurants
Krushna Laghu Udyog,"Shop No 1 Medical Line Sadar Bazar Sarafa Bazar, Hingoli",Show Number,4.3,3,,https://www.justdial.com/Hingoli/Krushna-Laghu-Udyog-Opposite-O-Vaijanathappa-Bank-Sarafa-Bazar/9999P2456-2456-231230013926-T8S3_BZDET?trkid=&term=&ncatid=10408936&area=&search=Best%20Restaurants%20in%20Hingoli%20-%20Order%20Food%20Online&mncatname=Restaurants&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://images.jdmagicbox.com/comp/def_content/restaurants/default-restaurants-8-250.jpg?w=640&q=75,Restaurants
Silver leaf,"Silver Leaf Shivaji Nagar, Hingoli",Show Number,3.9,102,,https://www.justdial.com/Hingoli/Silver-leaf-Near-Court-Office-Shivaji-Nagar/9999P2456-2456-220622202247-H7P8_BZDET?trkid=&term=&ncatid=10408936&area=&search=Best%20Restaurants%20in%20Hingoli%20-%20Order%20Food%20Online&mncatname=Restaurants&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://content.jdmagicbox.com/v2/comp/hingoli/p8/9999p2456.2456.220622202247.h7p8/catalogue/silver-leaf-shivaji-nagar-hingoli-restaurants-cOg2COvpXS-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/v2/comp/hingoli/p8/9999p2456.2456.220622202247.h7p8/catalogue/silver-leaf-shivaji-nagar-hingoli-restaurants-MB5kyiRafF-250.jpg?w=640&q=75,Restaurants
Hotel Vatika,"Siddharth Nagar, Hingoli",,3.7,43,,https://www.justdial.com/Hingoli/Hotel-Vatika-Siddharth-Nagar/9999P2456-2456-231022102347-X2F3_BZDET?trkid=&term=&ncatid=10408936&area=&search=Best%20Restaurants%20in%20Hingoli%20-%20Order%20Food%20Online&mncatname=Restaurants&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://images.jdmagicbox.com/comp/def_content/restaurants/default-restaurants-8-250.jpg?w=640&q=75,Restaurants
Lucky Hotel,"Patil Nagar, Basmath",,4.0,386,,,https://content.jdmagicbox.com/v2/comp/mumbai/d5/9999p2456.2456.200627203153.z4d5/catalogue/lucky-hotel-hingoli-restaurants-xuslv62pkk-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/v2/comp/basmath/d5/9999p2456.2456.200627203153.z4d5/catalogue/lucky-hotel-basmat-basmath-restaurants-dcsrrGl72B-250.jpg?w=640&q=75,Restaurants
Hotel Jay Maharastra,"Asegaon Road Basmath Ardhapur Road, Basmath",Show Number,3.0,26,,,https://content.jdmagicbox.com/comp/hingoli/y6/9999p2456.2456.220604233744.a8y6/catalogue/hotel-jay-maharastra-basmathnagar-basmath-maharashtrian-restaurants-uw1z5e3zcc-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/hingoli/y6/9999p2456.2456.220604233744.a8y6/catalogue/hotel-jay-maharastra-basmathnagar-basmath-maharashtrian-restaurants-vyyhhyk24o-250.jpg?w=640&q=75,Restaurants
Shree Krishna Udpi,"NTC Tapdiya Estate Siddharth Nagar, Hingoli",Show Number,4.0,77,,https://www.justdial.com/Hingoli/Shree-Krishna-Udpi-Near-Nanded-Naka-Siddharth-Nagar/9999P2456-2456-220824114734-E8Z1_BZDET?trkid=&term=&ncatid=10408936&area=&search=Best%20Restaurants%20in%20Hingoli%20-%20Order%20Food%20Online&mncatname=Restaurants&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,,Restaurants
Mahaveer Icecream And Fast Food Restaurant,"Shivaji Nagar Hingoli Hingoli Washim Akola Road, Hingoli",Show Number,3.9,1,,https://www.justdial.com/Hingoli/Mahaveer-Icecream-And-Fast-Food-Restaurant-Hingoli-Washim-Akola-Road/9999P2456-2456-220703235120-M4T8_BZDET?trkid=&term=&ncatid=10408936&area=&search=Best%20Restaurants%20in%20Hingoli%20-%20Order%20Food%20Online&mncatname=Restaurants&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,,Restaurants
Sher -A- Punjab Daba,"Kamtha Salva, Hingoli",Show Number,4.4,46,,https://www.justdial.com/Hingoli/Sher-A-Punjab-Daba-Salva/9999P2456-2456-200702201726-Y6L6_BZDET?trkid=&term=&ncatid=10408936&area=&search=Best%20Restaurants%20in%20Hingoli%20-%20Order%20Food%20Online&mncatname=Restaurants&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,,Restaurants
Durvankur Pure Veg Family Restaurant,"Main Road Kalamnuri Hingoli, Hingoli",,4.5,7,,https://www.justdial.com/Hingoli/Durvankur-Pure-Veg-Family-Restaurant-Kalamnuri-Hingoli/9999P2456-2456-240612023612-C7Z3_BZDET?trkid=&term=&ncatid=10408936&area=&search=Best%20Restaurants%20in%20Hingoli%20-%20Order%20Food%20Online&mncatname=Restaurants&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,,Restaurants
Vatika Bar And Garden Restaurant,"Limbala Aundha Road Siddharth Nagar, Hingoli",Show Number,4.0,62,,https://www.justdial.com/Hingoli/Vatika-Bar-And-Garden-Restaurant-Siddharth-Nagar/9999P2456-2456-220402215155-K4X4_BZDET?trkid=&term=&ncatid=10408936&area=&search=Best%20Restaurants%20in%20Hingoli%20-%20Order%20Food%20Online&mncatname=Restaurants&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,,Restaurants
